-1.287901101718757824e+00 5.664529123725903226e-01
-6.439505508593789118e-01 2.276709006307397476e-01
-8.164965809277262565e-01 5.555555555555555941e-02
-1.725460300683472892e-01 2.222222222222221266e-01
-1.115355071650410590e+00 2.832264561862952168e-01
-4.714045207910317892e-01 7.913707899941251401e-26
-6.439505508593791339e-01 2.222222222222222099e-01
-1.387778780781445676e-16 4.444444444444444198e-01
-1.115355071650410590e+00 2.832264561862952168e-01
-4.714045207910317892e-01 1.111111111111111188e-01
-6.439505508593791339e-01 3.428565339156372814e-17
-1.387778780781445676e-16 1.111111111111110911e-01
-9.428090415820634673e-01 1.111111111111111605e-01
-2.988584907226846665e-01 5.448678408517558525e-03
-4.714045207910320112e-01 1.666666666666666852e-01
1.725460300683470116e-01 2.222222222222221266e-01
-8.164965809277262565e-01 5.555555555555555941e-02
-1.725460300683472892e-01 1.854788992120797343e-17
-3.450920601366946339e-01 1.089735681703509797e-02
2.988584907226843335e-01 5.448678408517558525e-03
-6.439505508593790228e-01 3.428565339156372814e-17
-1.665334536937734811e-16 3.423875456688419104e-34
-1.725460300683475112e-01 6.100423396407306242e-02
4.714045207910314561e-01 7.913707899941251401e-26
-6.439505508593790228e-01 2.222222222222222099e-01
-1.665334536937734811e-16 1.111111111111110911e-01
-1.725460300683475112e-01 6.100423396407306242e-02
4.714045207910314561e-01 1.111111111111111188e-01
-4.714045207910318447e-01 1.666666666666666852e-01
1.725460300683469561e-01 1.854788992120797343e-17
-3.885780586188047891e-16 1.046728305789183239e-16
6.439505508593785787e-01 2.276709006307397476e-01
-6.439505508593789118e-01 2.276709006307397476e-01
0.000000000000000000e+00 1.046728305789183239e-16
-1.725460300683473447e-01 1.854788992120797343e-17
4.714045207910316226e-01 1.666666666666666852e-01
-4.714045207910316782e-01 1.111111111111111188e-01
1.725460300683471226e-01 6.100423396407306242e-02
-2.220446049250313081e-16 1.111111111111110911e-01
6.439505508593788008e-01 2.222222222222222099e-01
-4.714045207910316782e-01 7.913707899941251401e-26
1.725460300683471226e-01 6.100423396407306242e-02
-2.220446049250313081e-16 3.423875456688419104e-34
6.439505508593788008e-01 3.428565339156372814e-17
-2.988584907226845555e-01 5.448678408517558525e-03
3.450920601366942453e-01 1.089735681703509797e-02
1.725460300683469006e-01 1.854788992120797343e-17
8.164965809277259234e-01 5.555555555555555941e-02
-1.725460300683473447e-01 2.222222222222221266e-01
4.714045207910316226e-01 1.666666666666666852e-01
2.988584907226842780e-01 5.448678408517558525e-03
9.428090415820632453e-01 1.111111111111111605e-01
-1.110223024625156540e-16 1.111111111111110911e-01
6.439505508593788008e-01 3.428565339156372814e-17
4.714045207910314006e-01 1.111111111111111188e-01
1.115355071650410368e+00 2.832264561862952168e-01
-1.110223024625156540e-16 4.444444444444444198e-01
6.439505508593788008e-01 2.222222222222222099e-01
4.714045207910314006e-01 7.913707899941251401e-26
1.115355071650410368e+00 2.832264561862952168e-01
1.725460300683470671e-01 2.222222222222221266e-01
8.164965809277258124e-01 5.555555555555555941e-02
6.439505508593785787e-01 2.276709006307397476e-01
1.287901101718757602e+00 5.664529123725903226e-01
