1.000000000000000000e+00 4.440748727981561617e-01 4.880964949978884859e-01
2.000000000000000000e+00 2.778175902843291745e-01 3.177619224705002798e-01
3.000000000000000000e+00 1.895286792846512802e-01 2.151435289926375560e-01
4.000000000000000000e+00 1.346416247357475615e-01 1.467864115534365521e-01
5.000000000000000000e+00 9.794676616030789651e-02 1.003102558096343744e-01
6.000000000000000000e+00 7.237850452332286744e-02 6.857344464876610757e-02
7.000000000000000000e+00 5.408510096601559097e-02 4.688126989222394375e-02
8.000000000000000000e+00 4.075500736984482425e-02 3.205161305420467510e-02
9.000000000000000000e+00 3.091111191844944650e-02 2.191300633280308593e-02
1.000000000000000000e+01 2.356764958446061486e-02 1.498146812118613183e-02
1.100000000000000000e+01 1.804584162874999301e-02 1.024252088267172192e-02
1.200000000000000000e+01 1.386725573889879652e-02 7.002600615497577702e-03
1.300000000000000000e+01 1.068858604979040262e-02 4.787533882908131221e-03
1.400000000000000000e+01 8.260009396882450963e-03 3.273138363644146134e-03
1.500000000000000000e+01 6.397680016369566500e-03 2.237777322028322233e-03
1.600000000000000000e+01 4.965066140513414890e-03 1.529922290795368437e-03
1.700000000000000000e+01 3.860007851445257550e-03 1.045976377038674481e-03
1.800000000000000000e+01 3.005581855594675195e-03 7.151125177465298462e-04
1.900000000000000000e+01 2.343558548320568997e-03 4.889077079216923088e-04
2.000000000000000000e+01 1.829658521039847401e-03 3.342561358295395709e-04
2.100000000000000000e+01 1.430078423623580433e-03 2.285240394647108735e-04
2.200000000000000000e+01 1.118924486596369191e-03 1.562371816561141573e-04
2.300000000000000000e+01 8.763025884584971269e-04 1.068161449842334017e-04
2.400000000000000000e+01 6.868879190902553574e-04 7.302799953474746811e-05
2.500000000000000000e+01 5.388479506535365357e-04 4.992774001377896530e-05
2.600000000000000000e+01 4.230275864130309004e-04 3.413456809394738124e-05
2.700000000000000000e+01 3.323300986513355116e-04 2.333710155193779840e-05
2.800000000000000000e+01 2.612450880166486129e-04 1.595509594105656774e-05
2.900000000000000000e+01 2.054873803251576719e-04 1.090817066214406728e-05
3.000000000000000000e+01 1.617199915887314549e-04 7.457691738993737436e-06
3.100000000000000000e+01 1.273410414136270030e-04 5.098670326717415862e-06
3.200000000000000000e+01 1.003194742344787262e-04 3.485855947172982256e-06
3.300000000000000000e+01 7.906814477697598023e-05 2.383207955369438565e-06
3.400000000000000000e+01 6.234558452372717752e-05 1.629350221182755587e-06
3.500000000000000000e+01 4.917983742822609289e-05 1.113953206343848289e-06
3.600000000000000000e+01 3.880931463114677962e-05 7.615868766525578643e-07
3.700000000000000000e+01 3.063679975544770134e-05 5.206812704393167903e-07
3.800000000000000000e+01 2.419363406456115066e-05 3.559790664700027952e-07
3.900000000000000000e+01 1.911179487778130284e-05 2.433755599809347578e-07
4.000000000000000000e+01 1.510210351885224141e-05 1.663908605171822166e-07
4.100000000000000000e+01 1.193719977466898160e-05 1.137580062099109114e-07
4.200000000000000000e+01 9.438227675935335524e-06 7.777400715794160582e-08
4.300000000000000000e+01 7.464414405518501590e-06 5.317248772978088389e-08
4.400000000000000000e+01 5.904906980258336906e-06 3.635293531505615844e-08
4.500000000000000000e+01 4.672372650879910571e-06 2.485375355629876076e-08
4.600000000000000000e+01 3.697978382854052452e-06 1.699199969634691477e-08
4.700000000000000000e+01 2.927449589254079302e-06 1.161708041522616654e-08
4.800000000000000000e+01 2.317974170885808192e-06 7.942358744416565893e-09
4.900000000000000000e+01 1.835769132292588587e-06 5.430027181461912242e-09
5.000000000000000000e+01 1.454166910347895296e-06 3.712397807840369235e-09
5.100000000000000000e+01 1.152109628967784626e-06 2.538089962204321456e-09
5.200000000000000000e+01 9.129637423751560397e-07 1.735239861037683493e-09
5.300000000000000000e+01 7.235864579767525972e-07 1.186347773385697330e-09
5.400000000000000000e+01 5.735901344961707241e-07 8.110815519560169681e-10
5.500000000000000000e+01 4.547624287446440779e-07 5.545197610839089680e-10
5.600000000000000000e+01 3.606090364370540667e-07 3.791137459668892275e-10
5.700000000000000000e+01 2.859929660329843574e-07 2.591922641169973309e-10
5.800000000000000000e+01 2.268498701394226832e-07 1.772044155546118459e-10
5.900000000000000000e+01 1.799633164374122242e-07 1.211510111979617804e-10
6.000000000000000000e+01 1.427873230848444320e-07 8.282845249581497821e-11
6.100000000000000000e+01 1.133061715748840742e-07 5.662810793537803570e-11
6.200000000000000000e+01 8.992363810301340956e-08 3.871547172180521422e-11
6.300000000000000000e+01 7.137543737871908403e-08 2.646897105941108167e-11
6.400000000000000000e+01 5.666000588518704086e-08 1.809629066236423394e-11
6.500000000000000000e+01 4.498375925083221105e-08 1.237206140916380176e-11
6.600000000000000000e+01 3.571779488527364904e-08 8.458523712377027477e-12
6.700000000000000000e+01 2.836363029433657031e-08 5.782918549127032569e-12
6.800000000000000000e+01 2.252609239871335267e-08 3.953662367249972878e-12
6.900000000000000000e+01 1.789185782419192272e-08 2.703037576358914338e-12
7.000000000000000000e+01 1.421245964062041069e-08 1.848011148744153811e-12
7.100000000000000000e+01 1.129083448016325452e-08 1.263447177343419052e-12
7.200000000000000000e+01 8.970665507254131416e-09 8.637928289552851800e-13
7.300000000000000000e+01 7.127938706968811058e-09 5.905573770468712083e-13
7.400000000000000000e+01 5.664255472905420124e-09 4.037519235899690373e-13
7.500000000000000000e+01 4.501530690951393194e-09 2.760368775330197111e-13
7.600000000000000000e+01 3.577792451266228088e-09 1.887207309864063020e-13
7.700000000000000000e+01 2.843849683956868999e-09 1.290244793642746071e-13
7.800000000000000000e+01 2.260651906603408711e-09 8.821137909617659136e-14
7.900000000000000000e+01 1.797196678634632162e-09 6.030830524074509458e-14
8.000000000000000000e+01 1.428865218836024586e-09 4.123154627699833761e-14
