1.000000000000000000e+00 5.826924963157756876e-01 1.410825031274985708e+00
2.000000000000000000e+00 3.296206523931218824e-01 7.474975580855103274e-01
3.000000000000000000e+00 2.153073085457203883e-01 4.353502845802681431e-01
4.000000000000000000e+00 1.491692790568385774e-01 2.644862920378156512e-01
5.000000000000000000e+00 1.067368474002325790e-01 1.646445042405197678e-01
6.000000000000000000e+00 7.794957205079204587e-02 1.041427050088524764e-01
7.000000000000000000e+00 5.773382445863357859e-02 6.662377676107343605e-02
8.000000000000000000e+00 4.320403815047128837e-02 4.298403086359909447e-02
9.000000000000000000e+00 3.258652624089658500e-02 2.791531520584037557e-02
1.000000000000000000e+01 2.473143454897870977e-02 1.822486778639809818e-02
1.100000000000000000e+01 1.886439809666171086e-02 1.194974204949778712e-02
1.200000000000000000e+01 1.444902888740079265e-02 7.863479493638860299e-03
1.300000000000000000e+01 1.110574233607613572e-02 5.190324880713245020e-03
1.400000000000000000e+01 8.561408874335926095e-03 3.434871009966032705e-03
1.500000000000000000e+01 6.616885412062483394e-03 2.278307719553002500e-03
1.600000000000000000e+01 5.125417400936158573e-03 1.514183037919321221e-03
1.700000000000000000e+01 3.977908201306075593e-03 1.008109803925768058e-03
1.800000000000000000e+01 3.092665515190177062e-03 6.722284045056947568e-04
1.900000000000000000e+01 2.408143655790011880e-03 4.488845953425973576e-04
2.000000000000000000e+01 1.877734477259333443e-03 3.001243057916671902e-04
2.100000000000000000e+01 1.465984970668287755e-03 2.008929066245581567e-04
2.200000000000000000e+01 1.145823729026177991e-03 1.346109343537163191e-04
2.300000000000000000e+01 8.965101714651856849e-04 9.028373027417984839e-05
2.400000000000000000e+01 7.021073272832741496e-04 6.060633325803015564e-05
2.500000000000000000e+01 5.503375028842533634e-04 4.071700992990038404e-05
2.600000000000000000e+01 4.317202563490359860e-04 2.737515130115341749e-05
2.700000000000000000e+01 3.389200057977281703e-04 1.841773912379118680e-05
2.800000000000000000e+01 2.662502710462219730e-04 1.239921280974625127e-05
2.900000000000000000e+01 2.092955826372724611e-04 8.352393667454283957e-06
3.000000000000000000e+01 1.646222074242499058e-04 5.629499165884804998e-06
3.100000000000000000e+01 1.295561961271295289e-04 3.796252420455577266e-06
3.200000000000000000e+01 1.020126508432036568e-04 2.561255571559129652e-06
3.300000000000000000e+01 8.036409146268175306e-05 1.728822943285761997e-06
3.400000000000000000e+01 6.333875720670617299e-05 1.167444534630976455e-06
3.500000000000000000e+01 4.994188853323258779e-05 7.886775743456908015e-07
3.600000000000000000e+01 3.939469294416958337e-05 5.330039937077608260e-07
3.700000000000000000e+01 3.108694860108952466e-05 3.603464046213473705e-07
3.800000000000000000e+01 2.454014620574674393e-05 2.437027381742517480e-07
3.900000000000000000e+01 1.937878871306701798e-05 1.648706946449823395e-07
4.000000000000000000e+01 1.530801652857328253e-05 1.115738184311676216e-07
4.100000000000000000e+01 1.209614479301835549e-05 7.552840866252660331e-08
4.200000000000000000e+01 9.561020446036491314e-06 5.114244500498690833e-08
4.300000000000000000e+01 7.559353438792188273e-06 3.463937760202044285e-08
4.400000000000000000e+01 5.978366392544383276e-06 2.346771603813961811e-08
4.500000000000000000e+01 4.729253524873729041e-06 1.590298981368537592e-08
4.600000000000000000e+01 3.742052913647920813e-06 1.077926946386757789e-08
4.700000000000000000e+01 2.961623845307596353e-06 7.307993309471023138e-09
4.800000000000000000e+01 2.344488978154070843e-06 4.955656081212250288e-09
4.900000000000000000e+01 1.856353841347698852e-06 3.361201667875546790e-09
5.000000000000000000e+01 1.470157236238492512e-06 2.280209705725873897e-09
5.100000000000000000e+01 1.164538060200737519e-06 1.547171446779565629e-09
5.200000000000000000e+01 9.226289766928879211e-07 1.049983184130732799e-09
5.300000000000000000e+01 7.311067847683465715e-07 7.126946389350682792e-10
5.400000000000000000e+01 5.794445148797407230e-07 4.838369686380060746e-10
5.500000000000000000e+01 4.593221386443481136e-07 3.285234154621900434e-10
5.600000000000000000e+01 3.641620594921203763e-07 2.231016554156036278e-10
5.700000000000000000e+01 2.887628165229060993e-07 1.515325844567006443e-10
5.800000000000000000e+01 2.290101267992649124e-07 1.029375333636516158e-10
5.900000000000000000e+01 1.816488551992162110e-07 6.993648548883722029e-11
6.000000000000000000e+01 1.441030034983204026e-07 4.752193420890406902e-11
6.100000000000000000e+01 1.143335603027673100e-07 3.229555189442894053e-11
6.200000000000000000e+01 9.072621379993332915e-08 2.195066807614464460e-11
6.300000000000000000e+01 7.200262739257017436e-08 1.492132626785138808e-11
6.400000000000000000e+01 5.715031374719632638e-08 1.014425288140615211e-11
6.500000000000000000e+01 4.536719358287032105e-08 6.897378289830982910e-12
6.600000000000000000e+01 3.601775272488475355e-08 4.690269719838329373e-12
6.700000000000000000e+01 2.859836242036116867e-08 3.189773957920559213e-12
6.800000000000000000e+01 2.270984120844091017e-08 2.169546207454557746e-12
6.900000000000000000e+01 1.803574122794344857e-08 1.475786238833539108e-12
7.000000000000000000e+01 1.432516087472943466e-08 1.003973550613055987e-12
7.100000000000000000e+01 1.137913737608583094e-08 6.830682691563823105e-13
7.200000000000000000e+01 9.039871428334554649e-09 4.647803818267763023e-13
7.300000000000000000e+01 7.182192793246056705e-09 3.162803159658471039e-13
7.400000000000000000e+01 5.706799519445124466e-09 2.152465232523894130e-13
7.500000000000000000e+01 4.534901215187806663e-09 1.465003569608315156e-13
7.600000000000000000e+01 3.603974037365903021e-09 9.971919606879569778e-14
7.700000000000000000e+01 2.864396103367616212e-09 6.788212563980161023e-14
7.800000000000000000e+01 2.276780286863582910e-09 4.621338118750276746e-14
7.900000000000000000e+01 1.809859514285600919e-09 3.146406322751508316e-14
8.000000000000000000e+01 1.438809856665039292e-09 2.142376293675755717e-14
