1.000000000000000000e+00 6.206076167035262658e-01 6.652812570614202725e-01 7.304131747599335034e-01 7.408010598775431887e-01
2.000000000000000000e+00 4.367775409793325792e-01 5.227041580789872910e-01 6.651833159765263570e-01 6.882987425785467295e-01
3.000000000000000000e+00 3.210613433885105561e-01 4.258838976378591656e-01 6.285800248216038000e-01 6.644412087573942083e-01
4.000000000000000000e+00 2.407655855108360998e-01 3.528328778308783553e-01 6.016379033656991115e-01 6.497625861138470738e-01
5.000000000000000000e+00 1.821692487584970765e-01 2.947942446140895401e-01 5.792428587647422411e-01 6.390455191682407055e-01
6.000000000000000000e+00 1.383730881272497437e-01 2.473706764568088801e-01 5.594301703056232533e-01 6.303383557210386900e-01
7.000000000000000000e+00 1.052843539945888390e-01 2.080350741821629934e-01 5.412794511123953933e-01 6.227638886015791631e-01
8.000000000000000000e+00 8.016667382720775448e-02 1.751511347791887829e-01 5.243022070267968626e-01 6.158784983200922269e-01
9.000000000000000000e+00 6.106058597320865311e-02 1.475493194165485300e-01 5.082165824035499435e-01 6.094385979982895885e-01
1.000000000000000000e+01 4.651437025400376873e-02 1.243332278773881944e-01 4.928499702397494131e-01 6.033021065533323846e-01
1.100000000000000000e+01 3.543551708356228874e-02 1.047854445268736057e-01 4.780916519857095204e-01 5.973822569942979221e-01
1.200000000000000000e+01 2.699612105758195796e-02 8.831755253070114331e-02 4.638676942566452577e-01 5.916241310533204567e-01
1.300000000000000000e+01 2.056689268187375866e-02 7.444053168705284940e-02 4.501267843140734914e-01 5.859919616156252786e-01
1.400000000000000000e+01 1.566888275884690401e-02 6.274515633193936126e-02 4.368318712938064619e-01 5.804619034823602641e-01
1.500000000000000000e+01 1.193735903667468221e-02 5.288775713429369474e-02 4.239550735490228428e-01 5.750177430733962591e-01
1.600000000000000000e+01 9.094500660263675484e-03 4.457919528106614460e-02 4.114745045358513265e-01 5.696482638146527222e-01
1.700000000000000000e+01 6.928665960518735380e-03 3.757598543861014051e-02 3.993722618194424090e-01 5.643455819158234021e-01
1.800000000000000000e+01 5.278620731899501435e-03 3.167299120585140987e-02 3.876331375306037441e-01 5.591040702278214924e-01
1.900000000000000000e+01 4.021530107640771019e-03 2.669734407353171329e-02 3.762437837635717597e-01 5.539196487294861804e-01
2.000000000000000000e+01 3.063812634353564428e-03 2.250335013927879865e-02 3.651921683026971843e-01 5.487893091354294484e-01
2.100000000000000000e+01 2.334173244535191726e-03 1.896821081041267718e-02 3.544672172489090611e-01 5.437107920761392599e-01
2.200000000000000000e+01 1.778295677954967388e-03 1.598842167908375023e-02 3.440585787415092467e-01 5.386823654279131457e-01
2.300000000000000000e+01 1.354798977837115906e-03 1.347673964068781503e-02 3.339564655239637414e-01 5.337026706797245446e-01
2.400000000000000000e+01 1.032156966353714716e-03 1.135962753920338394e-02 3.241515490423549362e-01 5.287706156261242629e-01
2.500000000000000000e+01 7.863513488662696605e-04 9.575100704140693253e-03 3.146348873345287678e-01 5.238852989292133167e-01
2.600000000000000000e+01 5.990837286758051708e-04 8.070911980145471787e-03 3.053978751416324688e-01 5.190459567948753072e-01
2.700000000000000000e+01 4.564134270400600746e-04 6.803021961294105323e-03 2.964322086779586085e-01 5.142519251065666985e-01
2.800000000000000000e+01 3.477197033047140233e-04 5.734309577991150535e-03 2.877298601024957936e-01 5.095026124303260184e-01
2.900000000000000000e+01 2.649111198421232028e-04 4.833485257982886134e-03 2.792830584385695980e-01 5.047974807052156843e-01
3.000000000000000000e+01 2.018231948017357321e-04 4.074174829561455838e-03 2.710842748027166293e-01 5.001360313908740363e-01
3.100000000000000000e+01 1.537595023733610942e-04 3.434147340669213132e-03 2.631262105348765590e-01 4.955177955043706950e-01
3.200000000000000000e+01 1.171420588865296154e-04 2.894664184007779851e-03 2.554017873019013285e-01 4.909423264377394402e-01
3.300000000000000000e+01 8.924496859297697095e-05 2.439930471048965769e-03 2.479041385617967996e-01 4.864091947689306306e-01
3.400000000000000000e+01 6.799150104471246765e-05 2.056632591989388577e-03 2.406266019835884284e-01 4.819179845050884925e-01
3.500000000000000000e+01 5.179949399049233426e-05 1.733548422248897426e-03 2.335627125542742710e-01 4.774682903570333647e-01
3.600000000000000000e+01 3.946357318845851415e-05 1.461218763139921287e-03 2.267061961942779535e-01 4.730597157574166767e-01
3.700000000000000000e+01 3.006542127779668886e-05 1.231670397178098600e-03 2.200509637621022585e-01 4.686918714159823973e-01
3.800000000000000000e+01 2.290541589568375195e-05 1.038182649685814602e-03 2.135911053679772353e-01 4.643643742632475591e-01
3.900000000000000000e+01 1.745054800684611298e-05 8.750906221168700894e-04 2.073208849421047661e-01 4.600768466753941133e-01
4.000000000000000000e+01 1.329474335354132095e-05 7.376193362015325558e-04 2.012347350201507956e-01 4.558289159029647597e-01
4.100000000000000000e+01 1.012863325364850719e-05 6.217439330138735312e-04 1.953272517199124703e-01 4.516202136473987938e-01
4.200000000000000000e+01 7.716524408091539873e-06 5.240718338950683172e-04 1.895931898905682256e-01 4.474503757449104779e-01
4.300000000000000000e+01 5.878853291407649664e-06 4.417434131617428033e-04 1.840274584208862196e-01 4.433190419283706829e-01
4.400000000000000000e+01 4.478818985611451853e-06 3.723482745131890289e-04 1.786251156960829700e-01 4.392258556459218144e-01
4.500000000000000000e+01 3.412199371464568842e-06 3.138546798935230669e-04 1.733813651952492707e-01 4.351704639208957004e-01
4.600000000000000000e+01 2.599592568493516333e-06 2.645500646400265193e-04 1.682915512227638188e-01 4.311525172418320118e-01
4.700000000000000000e+01 1.980506056791789754e-06 2.229908973311655674e-04 1.633511547681458786e-01 4.271716694744618903e-01
4.800000000000000000e+01 1.508853459779671503e-06 1.879604163401709532e-04 1.585557894895090747e-01 4.232275777897425706e-01
4.900000000000000000e+01 1.149523756961893956e-06 1.584330057127977267e-04 1.539011978162865002e-01 4.193199026036446564e-01
5.000000000000000000e+01 8.757675301435463558e-07 1.335441673727917134e-04 1.493832471672613127e-01 4.154483075255648306e-01
5.100000000000000000e+01 6.672056686159917530e-07 1.125652105068384185e-04 1.449979262802125468e-01 4.116124593130919829e-01
5.200000000000000000e+01 5.083122962555443287e-07 9.488191708947987975e-05 1.407413416496992309e-01 4.078120278314644187e-01
5.300000000000000000e+01 3.872589857645451852e-07 7.997655892117769955e-05 1.366097140696737045e-01 4.040466860165199958e-01
5.400000000000000000e+01 2.950342204194681035e-07 6.741273967768300656e-05 1.325993752777606671e-01 4.003161098402540641e-01
5.500000000000000000e+01 2.247725538160838360e-07 5.682261817903351493e-05 1.287067646981586988e-01 3.966199782783490502e-01
5.600000000000000000e+01 1.712435285546643085e-07 4.789613880340673317e-05 1.249284262802318191e-01 3.929579732792082836e-01
5.700000000000000000e+01 1.304623076705630782e-07 4.037195373587453386e-05 1.212610054299562840e-01 3.893297797341520594e-01
5.800000000000000000e+01 9.939303322224766383e-08 3.402977127533427133e-05 1.177012460314803832e-01 3.857350854485275260e-01
