1.000000000000000000e+00 4.440748727981561617e-01
2.000000000000000000e+00 2.778175902843291745e-01
3.000000000000000000e+00 1.895286792846512802e-01
4.000000000000000000e+00 1.346416247357475615e-01
5.000000000000000000e+00 9.794676616030789651e-02
6.000000000000000000e+00 7.237850452332286744e-02
7.000000000000000000e+00 5.408510096601559097e-02
8.000000000000000000e+00 4.075500736984482425e-02
9.000000000000000000e+00 3.091111191844944650e-02
1.000000000000000000e+01 2.356764958446061486e-02
1.100000000000000000e+01 1.804584162874999301e-02
1.200000000000000000e+01 1.386725573889879652e-02
1.300000000000000000e+01 1.068858604979040262e-02
1.400000000000000000e+01 8.260009396882450963e-03
1.500000000000000000e+01 6.397680016369566500e-03
1.600000000000000000e+01 4.965066140513414890e-03
1.700000000000000000e+01 3.860007851445257550e-03
1.800000000000000000e+01 3.005581855594675195e-03
1.900000000000000000e+01 2.343558548320568997e-03
2.000000000000000000e+01 1.829658521039847401e-03
2.100000000000000000e+01 1.430078423623580433e-03
2.200000000000000000e+01 1.118924486596369191e-03
2.300000000000000000e+01 8.763025884584971269e-04
2.400000000000000000e+01 6.868879190902553574e-04
2.500000000000000000e+01 5.388479506535365357e-04
2.600000000000000000e+01 4.230275864130309004e-04
2.700000000000000000e+01 3.323300986513355116e-04
2.800000000000000000e+01 2.612450880166486129e-04
2.900000000000000000e+01 2.054873803251576719e-04
3.000000000000000000e+01 1.617199915887314549e-04
3.100000000000000000e+01 1.273410414136270030e-04
3.200000000000000000e+01 1.003194742344787262e-04
3.300000000000000000e+01 7.906814477697598023e-05
3.400000000000000000e+01 6.234558452372717752e-05
3.500000000000000000e+01 4.917983742822609289e-05
3.600000000000000000e+01 3.880931463114677962e-05
3.700000000000000000e+01 3.063679975544770134e-05
3.800000000000000000e+01 2.419363406456115066e-05
3.900000000000000000e+01 1.911179487778130284e-05
4.000000000000000000e+01 1.510210351885224141e-05
4.100000000000000000e+01 1.193719977466898160e-05
4.200000000000000000e+01 9.438227675935335524e-06
4.300000000000000000e+01 7.464414405518501590e-06
4.400000000000000000e+01 5.904906980258336906e-06
4.500000000000000000e+01 4.672372650879910571e-06
4.600000000000000000e+01 3.697978382854052452e-06
4.700000000000000000e+01 2.927449589254079302e-06
4.800000000000000000e+01 2.317974170885808192e-06
4.900000000000000000e+01 1.835769132292588587e-06
5.000000000000000000e+01 1.454166910347895296e-06
5.100000000000000000e+01 1.152109628967784626e-06
5.200000000000000000e+01 9.129637423751560397e-07
5.300000000000000000e+01 7.235864579767525972e-07
5.400000000000000000e+01 5.735901344961707241e-07
5.500000000000000000e+01 4.547624287446440779e-07
5.600000000000000000e+01 3.606090364370540667e-07
5.700000000000000000e+01 2.859929660329843574e-07
5.800000000000000000e+01 2.268498701394226832e-07
5.900000000000000000e+01 1.799633164374122242e-07
6.000000000000000000e+01 1.427873230848444320e-07
6.100000000000000000e+01 1.133061715748840742e-07
6.200000000000000000e+01 8.992363810301340956e-08
6.300000000000000000e+01 7.137543737871908403e-08
6.400000000000000000e+01 5.666000588518704086e-08
6.500000000000000000e+01 4.498375925083221105e-08
6.600000000000000000e+01 3.571779488527364904e-08
6.700000000000000000e+01 2.836363029433657031e-08
6.800000000000000000e+01 2.252609239871335267e-08
6.900000000000000000e+01 1.789185782419192272e-08
7.000000000000000000e+01 1.421245964062041069e-08
7.100000000000000000e+01 1.129083448016325452e-08
7.200000000000000000e+01 8.970665507254131416e-09
7.300000000000000000e+01 7.127938706968811058e-09
7.400000000000000000e+01 5.664255472905420124e-09
7.500000000000000000e+01 4.501530690951393194e-09
7.600000000000000000e+01 3.577792451266228088e-09
7.700000000000000000e+01 2.843849683956868999e-09
7.800000000000000000e+01 2.260651906603408711e-09
7.900000000000000000e+01 1.797196678634632162e-09
8.000000000000000000e+01 1.428865218836024586e-09
8.100000000000000000e+01 1.136109053704578651e-09
8.200000000000000000e+01 9.034019259685623191e-10
8.300000000000000000e+01 7.184118208640004325e-10
8.400000000000000000e+01 5.713426200081506258e-10
8.500000000000000000e+01 4.544121052947872708e-10
8.600000000000000000e+01 3.614369245987319933e-10
8.700000000000000000e+01 2.875033470599372897e-10
8.800000000000000000e+01 2.287082971070471462e-10
8.900000000000000000e+01 1.819487424259802440e-10
9.000000000000000000e+01 1.447578322363731302e-10
9.100000000000000000e+01 1.151759331350967351e-10
9.200000000000000000e+01 9.164503834487676811e-11
9.300000000000000000e+01 7.292476403472718988e-11
9.400000000000000000e+01 5.803182337573288418e-11
9.500000000000000000e+01 4.618433628509253946e-11
9.600000000000000000e+01 3.675630214436811862e-11
9.700000000000000000e+01 2.925530912044660658e-11
9.800000000000000000e+01 2.328464337754376654e-11
9.900000000000000000e+01 1.853478660957884851e-11
1.000000000000000000e+02 1.475501444700131064e-11
