1.050000000000000044e+00 1.250000000000000000e+00 -1.446781201245298520e+00 3.336676359176635742e-01 5.148148560318806233e+01
1.100000000000000089e+00 1.250000000000000000e+00 -1.453663741910947049e+00 2.493797540664672852e-01 2.242397875814809538e+02
1.150000000000000133e+00 1.250000000000000000e+00 -1.457423211842203914e+00 1.831235289573669434e-01 -2.664443705884402789e+02
1.200000000000000178e+00 1.250000000000000000e+00 -1.459247877154949968e+00 1.255366206169128418e-01 -1.354813675981521612e+02
1.300000000000000266e+00 1.250000000000000000e+00 -1.459350399414793609e+00 1.197940707206726074e-01 -1.246296834333428478e+02
1.350000000000000311e+00 1.250000000000000000e+00 -1.458270826049435920e+00 1.617037653923034668e-01 -1.508827884310580032e+02
1.400000000000000355e+00 1.250000000000000000e+00 -1.456703585264173428e+00 1.983832716941833496e-01 -2.173347248041577302e+02
1.450000000000000400e+00 1.250000000000000000e+00 -1.454779188076579688e+00 2.323897480964660645e-01 -4.653382792500919436e+02
1.500000000000000444e+00 1.250000000000000000e+00 -1.452594167725004271e+00 2.644492387771606445e-01 1.696523945146123879e+03
1.550000000000000488e+00 1.250000000000000000e+00 -1.450221100323003887e+00 2.948163747787475586e-01 2.844924995510669987e+02
1.600000000000000533e+00 1.250000000000000000e+00 -1.447715220076328357e+00 3.235982656478881836e-01 1.525385520157610699e+02
1.650000000000000577e+00 1.250000000000000000e+00 -1.445118948500853984e+00 3.508566617965698242e-01 1.035516563717937260e+02
1.700000000000000622e+00 1.250000000000000000e+00 -1.442465084860776514e+00 3.766471147537231445e-01 7.829015599344846521e+01
1.750000000000000666e+00 1.250000000000000000e+00 -1.439779105359339617e+00 4.010292291641235352e-01 6.310905650080468376e+01
