0.000000000000000000e+00 1.279771979512471778e-07 8.675983356335899428e-14 6.527943487812916313e-17
2.500000000000000000e-01 1.585362853856615248e-07 1.071931556053935321e-13 4.536474355948736893e-17
5.000000000000000000e-01 2.498421414766313720e-07 1.675719506765906773e-13 3.384773636515885653e-17
7.500000000000000000e-01 4.172165631084481687e-07 2.759617866418369593e-13 4.782667208736621861e-17
1.000000000000000000e+00 7.482692384794480756e-07 4.857276319551306151e-13 2.835415750328382268e-17
1.250000000000000000e+00 1.437090740397542894e-06 9.120951494489114634e-13 8.158981746936693183e-18
1.500000000000000000e+00 2.869292221014111830e-06 1.774774755639087171e-12 1.622887264625041485e-17
1.750000000000000000e+00 5.958464072046704451e-06 3.579040121580698826e-12 1.929239928684955244e-17
2.000000000000000000e+00 1.271388998579975827e-05 7.386765432144670175e-12 1.642822706763338497e-17
2.250000000000000000e+00 2.757110584660719599e-05 1.541295920924892022e-11 5.423545091802658684e-18
2.500000000000000000e+00 6.093752403198456335e-05 3.254212905594589486e-11 1.080994286670303316e-17
2.750000000000000000e+00 1.366137643844935281e-04 6.897154056662062515e-11 1.707135202976563427e-17
3.000000000000000000e+00 3.115893756267678911e-04 1.462769273151007811e-10 1.698142091655475738e-17
3.250000000000000000e+00 7.302996792841914050e-04 3.109682705070302403e-10 1.367517759432259819e-17
3.500000000000000000e+00 1.756496027685654736e-03 6.596943752413136819e-10 5.969621102924720354e-17
3.750000000000000000e+00 4.258876563309254258e-03 1.397522181754889044e-09 3.409897004655641604e-17
4.000000000000000000e+00 9.915231470831009641e-03 2.960374532571839666e-09 1.624163369494636348e-17
4.250000000000000000e+00 2.064928422286032086e-02 6.255511889674989967e-09 1.082322490240980137e-17
4.500000000000000000e+00 3.587275646438062293e-02 1.321441588448239310e-08 4.070560533625980859e-17
4.750000000000000000e+00 4.799839667058723031e-02 2.792547482376046471e-08 4.969889462050183458e-17
5.000000000000000000e+00 4.283656147834767614e-02 5.898276150174419426e-08 8.553465506414020661e-18
5.250000000000000000e+00 1.289981216625682610e-02 1.248422476845294875e-07 1.444458055156425250e-17
5.500000000000000000e+00 2.670518492888895520e-02 2.648768383286515808e-07 3.173890041146951678e-18
5.750000000000000000e+00 4.673171657735648854e-02 5.636018867202381005e-07 1.062454303152786432e-17
6.000000000000000000e+00 3.858872709891771058e-02 1.206221879250776013e-06 1.116195166923951555e-17
6.250000000000000000e+00 2.586094641105384992e-02 2.599048011074996093e-06 2.052637872985247361e-17
6.500000000000000000e+00 2.576555387023400298e-02 5.654177739350246259e-06 1.431835756231326379e-17
6.750000000000000000e+00 2.329202756216288903e-02 1.247856790480106435e-05 3.054916813857201476e-18
7.000000000000000000e+00 6.911695846263349145e-03 2.801797021414246483e-05 0.000000000000000000e+00
7.250000000000000000e+00 6.049049341511045057e-03 6.411221682043221259e-05 3.403538642905705893e-17
7.500000000000000000e+00 7.290647057286350069e-03 1.486006407977601574e-04 5.294611457396300878e-17
7.750000000000000000e+00 1.290722673171107449e-02 3.422889542887869348e-04 7.813116768290472133e-17
8.000000000000000000e+00 2.278422201534854516e-02 7.615836159490955775e-04 1.756300563575453539e-16
8.250000000000000000e+00 2.207848559113739090e-02 1.578579039696376921e-03 3.678518599968770102e-16
8.500000000000000000e+00 1.835717821594009397e-02 2.924734709486219355e-03 7.424959856370012057e-16
8.750000000000000000e+00 2.096225534034159774e-02 4.610014315796142660e-03 1.539654942811962913e-15
9.000000000000000000e+00 1.802089832785628079e-02 5.682656682046928823e-03 3.196006888272452410e-15
9.250000000000000000e+00 9.695648112489983761e-03 4.268916586140877358e-03 6.655011813903991081e-15
9.500000000000000000e+00 7.683278216768143348e-03 1.497869091781793517e-03 1.387975022331170191e-14
9.750000000000000000e+00 4.511301212476255020e-03 1.120511889073905198e-02 2.890288597291052884e-14
1.000000000000000000e+01 3.787046144144821588e-03 2.018794895482448407e-02 6.019182868544441423e-14
1.025000000000000000e+01 6.315071349422952604e-03 2.121396619440707107e-02 1.255370651344688061e-13
1.050000000000000000e+01 7.350317914906985550e-03 1.078967896768515122e-02 2.618608391064726837e-13
1.075000000000000000e+01 1.270315530869233628e-02 5.354535790124143740e-03 5.463673597539718220e-13
1.100000000000000000e+01 1.310340927073915668e-02 1.592846222164404774e-02 1.140876382765358746e-12
1.125000000000000000e+01 1.103210526146786684e-02 1.574153944202974845e-02 2.383157088465492289e-12
1.150000000000000000e+01 1.285182560481881210e-02 1.124081993956778554e-02 4.982944618082437590e-12
1.175000000000000000e+01 1.075826368530911382e-02 1.062546341113788408e-02 1.043073691881524597e-11
1.200000000000000000e+01 6.404253904945083654e-03 1.184533522064250971e-02 2.185765041227058471e-11
1.225000000000000000e+01 5.984697260628667713e-03 7.626955488168001181e-03 4.588694359075452719e-11
1.250000000000000000e+01 2.705658035927962970e-03 6.091134131154567677e-04 9.651899010035094605e-11
1.275000000000000000e+01 2.052812428670922756e-03 4.799934444013763749e-03 2.034647085381889014e-10
1.300000000000000000e+01 2.679959583103354651e-03 4.733585191015340053e-03 4.302308614179463651e-10
1.325000000000000000e+01 5.392221149109508588e-03 7.085485516866263205e-03 9.127354834211517225e-10
1.350000000000000000e+01 8.773260483111050903e-03 1.107838658793315785e-02 1.944349129605430984e-09
1.375000000000000000e+01 8.030325019640951675e-03 1.036018294585939852e-02 4.164264470092370958e-09
1.400000000000000000e+01 9.080725522298859972e-03 6.802318778426598260e-03 8.975159700826170377e-09
1.425000000000000000e+01 1.026672757402498533e-02 6.173907549836357180e-03 1.950294499543081147e-08
1.450000000000000000e+01 7.724105240431791003e-03 5.606633951917802151e-03 4.280680760765184317e-08
1.475000000000000000e+01 7.160566269059597672e-03 1.170741737742212688e-03 9.498741699840403713e-08
1.500000000000000000e+01 6.509947674303565544e-03 2.428150904135418023e-03 2.130533389792419299e-07
1.525000000000000000e+01 2.869332153170132006e-03 2.726419349025131604e-03 4.812600555407790767e-07
1.550000000000000000e+01 1.662983663219183171e-03 4.639746115830040152e-03 1.086090411449417591e-06
1.575000000000000000e+01 2.930947756502673592e-04 7.784916095637177229e-03 2.419948125329137828e-06
1.600000000000000000e+01 3.186049526924937970e-03 7.406004704304309204e-03 5.239065055874866797e-06
1.625000000000000000e+01 3.808170313930654086e-03 6.161790599004615329e-03 1.081736501659844245e-05
1.650000000000000000e+01 4.741180431331714490e-03 7.081098326987802366e-03 2.085532527316212012e-05
1.675000000000000000e+01 6.985943697148984041e-03 6.056582999905690823e-03 3.654400544642908224e-05
1.700000000000000000e+01 6.234540099285168849e-03 2.914826915683698273e-03 5.591600094314924316e-05
1.725000000000000000e+01 6.145542022348250352e-03 1.980696031826206273e-03 6.891631369958138239e-05
1.750000000000000000e+01 6.786350934939460074e-03 1.050368347957482363e-03 5.169085620473309092e-05
1.775000000000000000e+01 4.673493164429529806e-03 2.106612071211865726e-03 3.359499072083399501e-05
1.800000000000000000e+01 3.760057207752763152e-03 3.498523025637272597e-03 2.223555836397009754e-04
1.825000000000000000e+01 3.201485178659325189e-03 3.439783074072429690e-03 5.054380653087536118e-04
1.850000000000000000e+01 4.426371282423305028e-04 5.211609528114850322e-03 7.721124122426381749e-04
1.875000000000000000e+01 5.451865731805289944e-04 5.928472064289689626e-03 7.861992927531029135e-04
